Feature ID	Taxon	Confidence
7baf0f07461817a06fa2472cdae205a6	d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloronema;s__	0.973756696097258
e3ceb8414b08495f1216ccf447300093	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__CL500-29_marine_group;s__	0.9974580993269121
3eb363a0231d8b45b1214bdcd99e670d	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	0.9999954605331202
d3b59639c3c8e7e306759380a1198bc1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.9962510953255541
33e3cccfda701dad96b74c97f32b206e	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__S085;f__S085;g__S085;s__	0.9998950752591459
b0cdf6104e3b04e173815d4ba96f3045	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	0.9999976308277424
027776a04e81c3eeb037773354d27bea	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15;f__SJA-15;g__SJA-15;s__	0.9972772306642087
12998eafff525f6564aa85c9b7a263c5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pedomicrobium;s__	0.7373484028503089
c0fae6c020968dfe33dcc6176a62a554	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__Defluviicoccaceae;g__Defluviicoccus;s__	0.999904511441227
97650af987e758b1c827ed3a4e18d3d7	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__uncultured;s__	0.8550964592848443
c8d2f13ac1ee741e71a5c9cd6d767262	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	0.9870819899864552
7718e1a619fb9f0a7c08cf28918e530f	d__Bacteria	0.9998099862517648
6f3d167d14ea387a2af10d873d527606	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosarcinaceae;g__Methanosarcina;s__	0.9999999303507845
db8f723daaaf4fbd24a44c36f86bdc20	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__Defluviicoccaceae;g__Defluviicoccus;s__	0.9999183643412666
ba967cda48d368542db40896f68f4bdc	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Anaerovorax;s__	0.8939880848208707
3ada6b751cf61df2e2b064b98311429d	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosaetaceae;g__Methanosaeta;s__	0.9998497458453941
785e5b6fa86ff589fc328fe566ef43c9	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__Chloroplast;g__Chloroplast;s__	0.9998217325096953
091037204d864d89c00f959c3c1577ef	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__67-14;s__	0.9990899730715983
0fb405b23f79b57b0314a656b53f8e6b	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales	0.9998552714849839
627ef1737dca233a6c3ee98d8bd3d34c	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae	0.9999932979394914
360aa9d22d80e009d55832e353de833f	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	0.9999999672999333
e0b07e510e78dcdf8a95ae75b2a2ffda	Unassigned	0.48191731517500547
d1df52ccb1b1c1bf94717dde688a1e4e	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	0.9980252129404039
0dde197c0f407fcdb9725deda9fee262	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__	0.9999999886260299
d3fcfd5e8c6e35287dcee149882b00e2	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peregrinibacteria;f__Candidatus_Peregrinibacteria;g__Candidatus_Peregrinibacteria;s__	0.9989310169615971
ef320c3f4262d4f7dd98f341863c3b7f	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	0.9918691961084096
1f06025550f3d32873a530a13fe123ad	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Kaistiaceae;g__Kaistia;s__	0.7709013629725238
c9b1035b8670ad7e0e84d1ca6d5efff9	d__Bacteria	0.9947775184479861
